ID;exp_condition;MergeSELECT;age;CL;Sum_Orie_Dia_Post;Sum_Orie_Dia_Prä;Sum_Orie_IE_Post;Sum_Orie_IE_Prä;DiffGlob2task;AverageLokal;IE_FragSent_post;DIA_FragSent_post;IE_FragSent_pre;DIA_FragSent_pre;feedback_item_01;erf_lehre;fachsemester;feedback_item_00;feedback_item_02;feedback_item_03;feedback_item_04;feedback_item_05;gender;hochschulsemester;praktikum;studiengang;submission_erklaerung_pre;submission_erklaerung_post;submission_diagnostik_pre;submission_diagnostik_post;user;vorw_forschung;wiss_schreiben;CL_234;AverageGlobal;CL_234_1
tLNZHu;0;1;24;2;2;1,5;,5;,5;,5;,161616161616162;,0909090909090909;,111111111111111;,222222222222222;,222222222222222;0;0;6;2;3;3;3;Es ist deshalb etwas schwer, weil man sich nicht sicher ist, nach welchem Prinzip der Text ausgewertet wird. Sind Kohärenzbrüche schon durch kleine grammatikalische Fehler wie die Kommasetzung gegeben, oder sucht das Programm nur nach dem Auftauchen und in Bezug setzen verschiedener Worte?  Es war auch nicht besonders leicht die 18 Konzepte in den 9 Sätzen ausfindig zu machen und es stellt sich die Frage in mir ob einfach jeder Teilsatz schon ein Konzept darstellt. Aber es ist ein sehr interessantes Programm und eine gute Idee!;0;8;0;Staatsexamen;5/17/2015;5/17/2015;5/31/2015;5/31/2015;tLNZHu;0;0;2,75;1,125;2,75
ZLFLDV;2;1;22;1,5;1,5;1,5;1,5;1,5;0;,245833333333333;,25;,2;,333333333333333;,2;0;1;6;2;1;3;1;"Brüche im Text zu identifizieren war für mich im Nachhinein kein Problem; zwischen wichtigen und unwichtigen Worte zu unterscheiden für die Software offenbar schon.";0;6;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;ZLFLDV;1;0;1,75;1,5;1,75
dykMBa;0;1;22;2;1;1;,5;,5;0;,258566433566434;,230769230769231;,230769230769231;,3;,272727272727273;0;1;6;2;3;3;3;-Kohärenzbrüche sind nicht markiert, müssen also selbst identifiziert werden.-da das Feedback maschinell erstellt wird, werden vermutlich auch Kohärenzbrüche identifiziert, die vom Leser nicht als Kohärenzbrüche wahrgenommen werden.-es wird angezeigt, wie;1;6;0;Staatsexamen;5/17/2015;5/17/2015;5/31/2015;5/31/2015;dykMBa;1;0;2,75;,75;2,75
fFZBVK;2;1;23;1,75;1;1;2,5;1,5;0;,139204545454545;,125;,0909090909090909;,25;,0909090909090909;1;2;6;2;2;2;1; ;1;6;1;Staatsexamen;5/14/2015;5/16/2015;5/23/2015;5/23/2015;fFZBVK;2;0;1,75;1,5;1,75
LIeBgf;2;1;23;2,25;3;3;,5;,5;0;,390151515151515;,333333333333333;,363636363636364;,5;,363636363636364;1;0;6;2;3;3;3;Die Darstellung im Schaubild macht das Feedback zwar übersichtlich und stellt Zusammenhänge zwischen verschiendenen Wörtern / Wortgruppen/ Wortfeldern her, jedoch finde ich es schwierig damit zu arbeiten, da man keine genaue Rückmeldung darüber erhält wie und wo genau man in seiner Erklärung Fehler oder problematische Kohärenzbrüche hat.;1;6;1;Staatsexamen;5/18/2015;5/18/2015;5/22/2015;5/22/2015;LIeBgf;2;0;2,75;1,75;2,75
qAVJTX;2;1;23;1,25;3,5;3,5;,5;,5;0;,21875;,25;,0625;,5;,0625;0;3;6;2;1;2;1; ;1;6;1;Staatsexamen;5/17/2015;5/17/2015;5/30/2015;5/30/2015;qAVJTX;2;0;1,5;2;1,5
vSDewz;1;1;21;2,25;1,5;1,5;2;2;0;,232142857142857;,142857142857143;,166666666666667;,285714285714286;,333333333333333;1;0;6;2;3;3;3;Da nur zwei Listen angezeigt wurden, ohne eine Erklärung um was es sich für Listen handelt, wusste ich nicht, was gut oder was schlecht an meinem Text war und was ich wie verändern soll.;1;6;1;Staatsexamen;5/12/2015;5/12/2015;5/26/2015;5/26/2015;vSDewz;1;0;2,75;1,75;2,75
XieqCT;0;1;23;2,25;1,5;1,5;2;2;0;,4;,5;,3;,5;,3;1;0;6;2;3;3;3; ;1;6;1;Staatsexamen;5/18/2015;5/18/2015;6/2/2015;6/2/2015;XieqCT;1;0;2,75;1,75;2,75
OTugKt;2;1;29;1,75;1,5;1;,5;,5;,5;,153700466200466;,0833333333333333;,181818181818182;,0769230769230769;,272727272727273;1;3;7;2;2;2;2; ;0;17;0;Staatsexamen;5/14/2015;5/14/2015;6/2/2015;6/2/2015;OTugKt;2;1;2;,875;2
FhgFVi;0;1;23;2;1,5;1,5;1,5;1;0;,101704545454545;,1;,0909090909090909;,125;,0909090909090909;0;2;7;2;3;3;3; ;1;8;0;Staatsexamen;5/18/2015;5/18/2015;5/20/2015;5/20/2015;FhgFVi;1;0;2,75;1,375;2,75
zeMrEX;2;1;25;2,25;1,5;1,5;2;1,5;0;,218560606060606;,0909090909090909;,0833333333333333;,5;,2;1;2;7;2;3;3;3; ;1;9;1;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;zeMrEX;1;0;2,75;1,625;2,75
kpcFtu;2;1;23;2,5;2;2;1;1;0;,285027472527473;,125;,428571428571429;,125;,461538461538462;2;1;8;2;3;3;2; ;0;8;1;Staatsexamen;5/17/2015;5/17/2015;6/1/2015;6/1/2015;kpcFtu;2;0;2,5;1,5;2,5
UpuddN;0;1;24;2,25;2;2;1;1;0;,456196581196581;,555555555555556;,384615384615385;,5;,384615384615385;1;2;8;2;3;3;3; ;0;8;1;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;UpuddN;2;0;2,75;1,5;2,75
vMMbFM;0;1;26;2,5;1;1;1;1;0;,208333333333333;,125;,25;,125;,333333333333333;0;0;8;2;4;4;4;Ich wusste nicht was ich mit dem Feedback anfangen sollte.Dort stand ich habe 17 Konzepte und der Text ist kohärent.Heißt das nun ich habe genug Konzepte reingebracht oder sind es zu wenig und war der Text nun richtig geschrieben?Das alles konnte ich mit dem Feedback nicht beantworten.;0;8;0;Staatsexamen;5/14/2015;5/14/2015;5/20/2015;5/20/2015;vMMbFM;0;0;3,5;1;3,5
bUdvic;0;1;24;2,25;2;2;2,5;2,5;0;,130494505494505;,0769230769230769;,214285714285714;,0769230769230769;,153846153846154;1;1;8;2;4;2;2;"Mein Feedback war: ""Sie haben 27 Konzepte und einen kohärenten Text geschrieben"". Damit konnte ich einfach nichts anfangen -  wie viele Konzepte sollen denn drin sein? Sind das nun viele oder wenig? Ich hatte schon alles drin, was ich für wichtig hielt. Mein Text war laut Feedback auch schon schön kohärent, also habe ich meinen Text nach dem Feedback unverändert abgeschickt. Irgendwie schade, ich war schon auf das Feedback und das überarbeiten gespannt, aber es hat mir einfach keinen guten Impuls zum Überarbeiten gegeben.";1;11;1;Staatsexamen;5/16/2015;5/16/2015;6/2/2015;6/2/2015;bUdvic;1;1;2,5;2,25;2,5
SHvhrR;0;1;23;1,25;1,5;1,5;3;3;0;,0792908072319837;,0588235294117647;,0454545454545455;,117647058823529;,0952380952380952;0;1;8;2;1;2;2;Die Anzahl der Kohärenzbrüche wird genannt. Der Ort der Brüche wird jedoch nicht angezeigt.;1;8;1;Staatsexamen;5/19/2015;5/19/2015;5/21/2015;5/21/2015;SHvhrR;2;0;1,75;2,25;1,75
xfobvO;1;1;26;2,25;1;1;1;1;0;,309848484848485;,272727272727273;,333333333333333;,3;,333333333333333;0;2;8;2;3;4;4; ;1;14;1;Staatsexamen;5/17/2015;5/17/2015;6/1/2015;6/1/2015;xfobvO;2;0;3,25;1;3,25
HuxTci;1;1;28;3,5;,5;,5;1;1;0;,194047619047619;,133333333333333;,214285714285714;,214285714285714;,214285714285714;4;2;10;2;4;4;4;"Der Zusammenhang aus der Liste mit warlos gewählten Wörtern und dem von mir verfassten Fließtext wird mir nicht ganz klar!Ich meine die Aufgabe gelöst zu haben, doch habe ich nicht verstanden was ich mit der ""Wörterliste"" anzufangen habe.";0;10;1;Staatsexamen;5/12/2015;5/12/2015;5/28/2015;5/28/2015;HuxTci;2;1;3,5;,75;3,5
BLXijC;2;1;24;1,75;2;2;2;2;0;,290503246753247;,3;,272727272727273;,375;,214285714285714;0;2;10;2;3;2;2;"Da es computergeneriert ist und nur auf bestimmte Worte zielt, wird eine Mind-Map zwar ersichtlich machen, wo welches Wort das erste Mal auftaucht, doch glaube ich irgendwie nicht, dass sie wirklich Zusammenhängen aufgreift. Sollte man nur beispielhaft bestimmte Worte aufgeführt haben, so würde das Programm es doch sicher nicht erkennen. Trotzdem ist es eine gute erste Möglichkeit Texte in einfachen Konstrukten  abzubilden.Mir war nur nicht nachvollziehbar, wie die Worte alle miteinander in Verbindung gebracht worden sind, wo sie doch teilweise soweit auseinander im Text standen, demnach wusste ich bei der Überarbeitung nicht wie ich die ""Verknotung"" richtig zu lösen hatte. Das Problem war also klar, nur der Weg zur Lösung nicht, weil ich die Problemerörterung nicht verstand.";1;6;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/2/2015;BLXijC;1;0;2,25;2;2,25
hyWAAn;0;1;23;2,75;2;2;1,5;1;0;,303030303030303;,333333333333333;,166666666666667;,545454545454545;,166666666666667;1;0;7;3;4;3;3;Das Feedback ist schwer, da nicht dasteht, wo der Fehler (Kohäsionsbruch z.B.) sich befindet.;1;-8;0;Staatsexamen;5/14/2015;5/14/2015;5/19/2015;5/19/2015;hyWAAn;1;1;3,25;1,625;3,25
GwkPsg;0;1;25;3,25;1;1;3,5;3,5;0;,166208791208791;,214285714285714;,142857142857143;,153846153846154;,153846153846154;2;2;6;3;4;4;4;Ich bin mir nicht sicher, ob ich das ganze Feedback sehen konnte.Es kam nur die Meldung: Sie haben 24 Konzepte und 2 Kohäsionsbrüche in Ihrem...Danach ging der Satz weiter, aber ich konnte ihn nicht mehr sehen, fand aber auch keine Leiste zum scrollen.Daher wusste ich nicht sicher, ob eventuell noch weitere Informationen folgten.;1;-10;1;Staatsexamen;5/17/2015;5/17/2015;6/1/2015;6/1/2015;GwkPsg;1;1;3,75;2,25;3,75
ZBfrrr;0;1;20;2,5;1,5;1,5;,5;,5;0;,596103896103896;,8;,363636363636364;,857142857142857;,363636363636364;1;0;2;3;3;3;3;Es gibt keine genauen Hinweise.;1;-1;0;Staatsexamen;5/15/2015;5/15/2015;5/31/2015;5/31/2015;ZBfrrr;0;0;3;1;3
rUQcMt;0;1;24;2,25;1,5;1,5;1,5;1,5;0;,304227941176471;,125;,529411764705882;,125;,4375;0;1;1;3;3;3;4; ;1;9;0;Staatsexamen;5/19/2015;5/19/2015;6/2/2015;6/2/2015;rUQcMt;0;0;3,25;1,5;3,25
sSiPxt;1;1;21;2,5;2,5;2,5;2;2;0;,121239973262032;,181818181818182;,0588235294117647;,181818181818182;,0625;1;1;2;3;3;3;3;Ich konnte das Feedback nicht richtig auf meinen ersten Versuch anwenden, da ich aus den angezeigten Wörtern einfach nicht schlau geworden bin.;0;2;0;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;sSiPxt;1;0;3;2,25;3
ayMFYf;1;1;20;3,25;3;3;2;2;0;,327651515151515;,318181818181818;,291666666666667;,409090909090909;,291666666666667;3;0;2;3;4;3;2;Die Feedbackmethode der Liste war für mich nicht besonders leicht zu verstehen. Es war nicht besonders gut deutlich, für was die verschiedenen Splaten stehen und inwiefern die Wörter angeordnet waren. Meiner Meinung nach ist ein mündliches Feedback um einiges leichter zu verstehen. Schon ein ausfürhlicher Text hätte mir mehr geholfen. Die einzelnen Wörter in den Listen haben mir nicht besonders viel Antwort gegeben.;1;2;0;Staatsexamen;5/18/2015;5/19/2015;6/1/2015;6/1/2015;ayMFYf;1;0;3;2,5;3
BRcVBT;2;1;20;2,5;2;2;1,5;1,5;0;,176406926406926;,142857142857143;,166666666666667;,214285714285714;,181818181818182;1;2;2;3;3;3;3;Man weiß nicht genau, ob das mind map komplett zusammenhängen muss. Außerdem war es mir nicht klar, ob es ein gutes oder schlechtes Zeichen ist, wenn sich die Pfeile oft kreuzen. Ich glaube ganze Sätze hätten mir als Feedback mehr geholfen;1;2;0;Staatsexamen;5/16/2015;5/16/2015;6/1/2015;6/1/2015;BRcVBT;1;0;3;1,75;3
ENqcyT;0;1;20;2,75;,5;,5;1,5;1,5;0;,428165584415584;,428571428571429;,454545454545455;,375;,454545454545455;0;0;2;3;4;4;4;In dem feedback werden keine inhaltlichen Aspekte genannt. Man weiß nicht, auf welchen Teil des Textes es sich bezieht. Und Konzpete bei Erklären von Konzepten zu suchen ist auch etwas schwierig.;1;2;0;Staatsexamen;5/18/2015;5/18/2015;5/22/2015;5/22/2015;ENqcyT;0;0;3,75;1;3,75
giZtsY;0;1;19;3;1;1;1;1;0;,5;,545454545454545;,454545454545455;,545454545454545;,454545454545455;1;1;2;3;4;4;3;Das Feedback wurde nicht gesamt angezeigt und brach mitten in einem Wort ab.;1;2;0;Staatsexamen;5/16/2015;5/16/2015;5/31/2015;5/31/2015;giZtsY;1;0;3,5;1;3,5
gUSLvo;0;1;20;2,75;1,5;1,5;2,5;2,5;0;,296153846153846;,142857142857143;,357142857142857;,3;,384615384615385;1;0;2;3;3;4;4;"Durch die Nennung der Anzahl der Kohäsionsbrüche und der Konzepte war ich eher verwirrt, weil ich nicht genau wusste, was unter ""Konzept"" verstanden werden sollte. Außerdem wäre es mit Markierungen sehr viel einfacher gewesen, die Brüche zu identifizieren. Des Weiteren sind mir einige grammatikalische Fehler aufgefallen.";1;4;0;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;gUSLvo;0;0;3,5;2;3,5
kGFQzF;1;1;22;2,5;1,5;1,5;1;,5;0;,505952380952381;,428571428571429;,5;,428571428571429;,666666666666667;1;0;2;3;3;3;3;Ich fand es schwer zu erkennen, was ich falsch gemacht habe und dies mit Hilfe der Liste zu ändern. Es hat für mich nicht viel Sinn ergeben, vielleicht hätte das vorher besser erklärt werden müssen.;1;2;0;Staatsexamen;5/14/2015;5/19/2015;6/2/2015;6/2/2015;kGFQzF;1;0;3;1,125;3
VbAgzL;1;1;22;2,25;2;2;1;,5;0;,385353535353535;,444444444444444;,4;,333333333333333;,363636363636364;1;1;2;3;2;3;2;Leicht mit Feedback zu arbeiten ist es, wenn es auch gut beschrieben die einzelnen Fehler erklärt.;1;4;0;Staatsexamen;5/14/2015;5/17/2015;5/27/2015;5/27/2015;VbAgzL;2;0;2,5;1,375;2,5
ygZBcD;0;1;22;3;2,5;2,5;1,5;1,5;0;,245192307692308;,230769230769231;,25;,25;,25;1;2;2;3;4;4;3; ;1;10;0;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;ygZBcD;1;0;3,5;2;3,5
zyTYuD;1;1;20;2,75;1,5;1,5;1;1;0;,158441558441558;,2;,0909090909090909;,2;,142857142857143;0;1;2;3;4;4;4;Mir hat das Feedback nicht wirklich weiter geholfen. Ich habe versucht mit den Begriffen der Vorlesung die Erklärung zu schreiben, bin nur beim Thema Erklärung geblieben und trotzdem hat es mir die Brüche angezeigt.Ich konnte mit der Feedbackliste meine Erklärung auch nicht überarbeiten was ich eigentlich schade finde.;1;2;0;Staatsexamen;5/12/2015;5/12/2015;5/20/2015;5/20/2015;zyTYuD;0;0;3,75;1,25;3,75
eKvsPy;2;1;21;2,25;2;2;1;1;0;,100505050505051;,1;,0909090909090909;,111111111111111;,1;0;1;2;3;3;3;2; ;1;4;0;Staatsexamen;5/16/2015;5/16/2015;5/30/2015;5/30/2015;eKvsPy;0;0;2,75;1,5;2,75
KwvFov;1;1;20;2,75;3;2;2;2;1;,176696832579186;,352941176470588;,0769230769230769;,2;,0769230769230769;1;1;4;3;4;3;3;Die Arbeit mit dem Feedback fiel mir persönlich sehr schwer, da ich das Feedback ziemlich ungenau und unschlüssig finde. Es wurden nur einzelne Wörter, die man verwendet hat in einer Liste aufgeführt. Wenn man z.B. wichtige inhaltliche Details außer Acht gelassen hat, hat man diesbezüglich keinerlei Rückmeldung bekommen. Normalerweise sollte meiner Meinung nach ein Feedback schlüssiger sein und in ganzen Sätzen ausformuliert sein. Somit ist es für den Verfasser einfacher, Dinge zu überarbeiten.;0;4;1;Staatsexamen;5/13/2015;5/16/2015;5/19/2015;5/19/2015;KwvFov;1;0;3,25;2,25;3,25
nruitN;0;1;24;2,5;2,5;2,5;2,5;2,5;0;,212765522875817;,111111111111111;,294117647058824;,133333333333333;,3125;0;3;4;3;3;4;2;besonders schwer:Es stand ohne weitere Erklärung da wie viele Kohärenzbrüche und Konzepte im Text vorhanden waren. Für mich war das nicht wirklich ein Feedback auf dessen Grundlage ich meinen Text weiter verbessern konnte.Besonders da nicht angegeben war ob der Text nun gut oder schlecht war bzw. ob die Erklärung gut oder schlecht war.;0;6;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;nruitN;2;0;3;2,5;3
QfMuBe;1;1;21;3,25;3;3;,5;,5;0;,142857142857143;,142857142857143;,142857142857143;,142857142857143;,142857142857143;3;1;4;3;3;4;4;"Ich habe nicht wirklich verstanden was mir das Feedback sagen wollte. Eine Identifikation der ""Fehler"" in dem Text selber (großer Zeilenabstand und die Korrektur dazwischen) wäre verständlicher gewesen.";0;4;0;Staatsexamen;5/18/2015;5/18/2015;5/30/2015;5/30/2015;QfMuBe;1;0;3,5;1,75;3,5
RMczzi;0;1;21;3,75;1;1;1;1;0;,145833333333333;,166666666666667;,125;,166666666666667;,125;4;1;4;3;4;4;4; ;0;4;0;Staatsexamen;5/18/2015;5/18/2015;6/2/2015;6/2/2015;RMczzi;2;0;3,75;1;3,75
vIZfhq;0;1;20;3,5;2;2;1;,5;0;,260416666666667;,375;,166666666666667;,333333333333333;,166666666666667;3;1;4;3;4;4;4;Ich habe nicht verstanden auf welche Sätze, etc sich das Feedback jeweils bezog.;0;4;0;Staatsexamen;5/12/2015;5/12/2015;5/31/2015;5/31/2015;vIZfhq;0;0;3,75;1,375;3,75
wwpDOD;1;1;19;2,75;2,5;2;3;3;,5;,0972222222222222;,0833333333333333;,111111111111111;,0833333333333333;,111111111111111;1;1;4;3;4;3;3; ;0;4;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;wwpDOD;2;0;3,25;2,625;3,25
cpJvxq;2;1;20;3;1,5;2,5;2,5;2,5;-1;,0861888111888112;,0769230769230769;,0769230769230769;,1;,0909090909090909;2;0;4;3;4;3;3;Die Concept-Map beim Feedback war etwas irreführend. Ein computergesteuertes Feedback hat auf jeden Fall nicht den gleichen Wert, wie ein persönliches Feedback.Ich konnte nicht sehen, was an meinem Entwurf schlecht ist, da die Verbindungen in der Concept-Map halbwegs Sinn gemacht haben.;0;0;0;Staatsexamen;5/16/2015;5/16/2015;5/20/2015;5/20/2015;cpJvxq;0;0;3,25;2,25;3,25
BmcMDv;0;1;22;2,25;2,5;2,5;1;,5;0;,182478632478632;,2;,153846153846154;,222222222222222;,153846153846154;0;2;4;3;3;3;3; ;1;4;0;Staatsexamen;5/14/2015;5/17/2015;5/27/2015;5/28/2015;BmcMDv;1;0;3;1,625;3
btBqmu;0;1;22;2,25;2,5;2,5;1,5;1,5;0;,207456140350877;,15;,166666666666667;,263157894736842;,25;1;2;4;3;3;2;3;Die Anzahl der Konzepte war angegeben. Es war jedoch nicht angegeben, ob diese Zahl im Rahmen der Aufgabe liegt bzw. zu groß/zu klein ist. Da nicht genau genannt wurde, an welche Stellen Brüche auftauchen, war es zwar teilweise hilfreich, sich tatsächlich noch einmal mit dem ganzen Text auseinander zu setzen, teilweise endete dies aber auch in willkürlichem Einfügen von Überlappungen bei der Bearbeitung.;1;4;0;Staatsexamen;5/14/2015;5/15/2015;6/1/2015;6/1/2015;btBqmu;1;1;2,75;2;2,75
cmFccM;1;1;21;2,5;3;1,5;1,5;1;1,5;,261217948717949;,333333333333333;,230769230769231;,25;,230769230769231;0;2;4;3;4;3;4;Die Kohärenzbrüche waren meiner Meinung nach nicht deutlich erkennbar, es schien, als wären bloß einige Stichworte aus dem Zusammenhang in Listen eingefügt worden. Ich habe dahinter leider den Sinn nicht verstanden.;1;4;0;Staatsexamen;5/13/2015;5/13/2015;5/24/2015;5/24/2015;cmFccM;1;0;3,5;1,75;3,5
cVUKxB;2;1;22;3;1;1;,5;,5;0;,443181818181818;,272727272727273;,5;,5;,5;3;2;4;3;3;3;3; ;1;2;0;Staatsexamen;5/14/2015;5/14/2015;5/25/2015;5/25/2015;cVUKxB;0;0;3;,75;3
FiXAPR;2;1;19;2,75;1,5;1;,5;,5;,5;,188392857142857;,125;,142857142857143;,2;,285714285714286;2;0;4;3;3;3;3;Meiner Meinung nach war es nicht einfach Informationen aus dem Diagramm für meinen Text zu ziehen. Daher ist es mir sehr schwer gefallen den Text mit dem Feedback zu überarbeiten.;1;4;0;Staatsexamen;5/14/2015;5/19/2015;6/3/2015;6/3/2015;FiXAPR;1;0;3;,875;3
fZRlVm;0;1;19;2;3;3;1;,5;0;,282954545454545;,2;,181818181818182;,25;,5;0;2;4;3;2;3;4;Es werden nicht die Stellen angezeigt, an denen die Software Probleme hat/ Kohärenzbrüche findet. Einem selber fallen die Stellen nicht auf, da man den Text kennt und alle Schritte logisch findet.;1;4;0;Staatsexamen;5/12/2015;5/12/2015;5/19/2015;5/19/2015;fZRlVm;1;0;3;1,875;3
GKpLAa;2;1;19;2,5;2;2;3,5;3,5;0;,125582750582751;,0909090909090909;,166666666666667;,0909090909090909;,153846153846154;1;1;4;3;3;3;3;Die Grafik der Kohäsion ist sehr klein und unübersichtlich. Es war schwer zu erkennen, welche Konzepte verbunden waren und welche nicht. Ebenfalls wäre es besser, wenn die Wörter automatisch gezählt würden.;1;4;0;Staatsexamen;5/17/2015;5/17/2015;5/31/2015;5/31/2015;GKpLAa;1;0;3;2,75;3
hwpRSd;0;1;22;2,25;4;4;1,5;1,5;0;,148351648351648;,0714285714285714;,153846153846154;,214285714285714;,153846153846154;0;2;4;3;3;3;3;Ich konnte nichts mit dem Feedback anfangen. Es gibt mir zwar die Anzahl der Kohärenzbrüche an, diese dann aber selber zu identifizieren fand ich schwer. Ich hatte das Gefühl, dass sich die Qualität meines Textes durch die Überarbeitung nicht verbesser hat, sondern dass ich nur hier und da noch ein Wort eingefügt oder abgeändert habe, was an sich unnötig war. Auch die Angabe der Konzepte hat mir nicht weiter geholfen. Ist 24 nun eine hohe oder niedrige Zahl an Konzepten? Und was bedeutet diese Zahl für meine Erklärung? Das Feedback hat mir also nicht wirklich geholfen.;1;4;0;Staatsexamen;5/16/2015;5/16/2015;5/31/2015;5/31/2015;hwpRSd;1;0;3;2,75;3
oANNxs;2;1;21;2,5;3;3;2;1,5;0;,160069444444444;,0625;,111111111111111;,3;,166666666666667;1;2;4;3;3;3;3; ;1;4;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;oANNxs;1;0;3;2,375;3
OckWzd;2;1;21;2,5;,5;,5;1,5;1,5;0;,183838383838384;,0909090909090909;,222222222222222;,2;,222222222222222;1;0;4;3;3;3;1; ;1;4;0;Staatsexamen;5/19/2015;5/19/2015;6/1/2015;6/1/2015;OckWzd;0;0;2,5;1;2,5
pqRAXS;2;1;22;3;1,5;1,5;1,5;1,5;0;,247222222222222;,111111111111111;,1;,555555555555556;,222222222222222;2;1;4;3;4;3;3;meine Kommilitonen haben eine andere Art von Feedback erhalten, was leider sehr verwirrend war. Zudem hat das Programm zum Beispiel nicht vollständig erkannt, dass ich ähnliche Wörter und Verbindungswörter verwendet habe;1;4;0;Staatsexamen;5/13/2015;5/17/2015;5/31/2015;5/31/2015;pqRAXS;1;0;3,25;1,5;3,25
QunIzW;1;1;23;3;2;1,5;1;1;,5;,28125;,166666666666667;,25;,375;,333333333333333;2;0;4;3;4;3;4;Ich finde es generell schwierig mit einem computerbasierten Feedbackprogramm zu arbeiten. Ich kann mir vorstellen, dass es ein enormer (und wahrscheinlich nicht zu bewältigender) Arbeitsaufwand wäre, ein persönliche Rückmeldung zu geben. Trotzdem würde ich mir dies wünschen, da so auf individuelle Fehler und Probleme eher eingegangen werden kann.;1;4;0;Staatsexamen;5/15/2015;5/16/2015;5/21/2015;5/21/2015;QunIzW;2;0;3,5;1,375;3,5
RDIZtY;1;1;21;2,25;2;2;1,5;1,5;0;,133333333333333;,111111111111111;,111111111111111;,2;,111111111111111;0;0;4;3;3;3;3;Die Anordnung des Feedbacks in Spalten finde ich nicht gelungen. Aus der Aufteilung der Wörter in verschiedene Spalten geht nicht hervor, wo genau die Probleme in der Formulierung der Erklärung liegen. Es fällt einigermaßen leicht, Synonyme zu eliminieren, allerdings isoliert das Computerprogramm auch solche Worte, die keine zentralen Konzepte des Erklärens bezeichnen, sondern nur Teil meines sprachlichen Ausdrucks sind.;1;4;0;Staatsexamen;5/18/2015;5/18/2015;5/23/2015;5/23/2015;RDIZtY;1;0;3;1,75;3
SkSYlB;2;1;19;2,5;2;2;1;1;0;,241258741258741;,230769230769231;,0909090909090909;,461538461538462;,181818181818182;1;0;4;3;3;3;3;"Da das Feedback lediglich aus einer Concept Map besteht, ist es nicht einfach herauszufinden, was genau an der Erklärung falsch ist. Die Kohäsionsbrüche waren nicht immer eindeutig, da zum Teil bereits lediglich ein Synonym einen neuen nicht vernetzten ""Ast"" darstellte.";1;4;0;Staatsexamen;5/15/2015;5/15/2015;5/22/2015;5/22/2015;SkSYlB;2;0;3;1,5;3
