ID;exp_condition;MergeSELECT;age;CL;Sum_Orie_Dia_Post;Sum_Orie_Dia_Prä;Sum_Orie_IE_Post;Sum_Orie_IE_Prä;DiffGlob2task;AverageLokal;IE_FragSent_post;DIA_FragSent_post;IE_FragSent_pre;DIA_FragSent_pre;feedback_item_01;erf_lehre;fachsemester;feedback_item_00;feedback_item_02;feedback_item_03;feedback_item_04;feedback_item_05;gender;hochschulsemester;praktikum;studiengang;submission_erklaerung_pre;submission_erklaerung_post;submission_diagnostik_pre;submission_diagnostik_post;user;vorw_forschung;wiss_schreiben;CL_234;AverageGlobal;CL_234_1
tHanED;1;1;21;2,5;3;3;2;2;0;,274038461538462;,461538461538462;,125;,384615384615385;,125;1;1;4;3;3;3;2;"Diese Art des Feedbacks finde ich nicht besonders förderlich, um die Qualität des Entwurfs zu erhöhen. Da das ""Feedback"" eben keine Rückmeldung über die Qualität des Textes gibt: Weder über die verwendete Sprache noch über eventuell fehlende Inhalte.Das macht es schwer Verbesserungen vorzunehmen - ich sehe zwar meine Kohärenzbrüche in der Tabelle... aber was wenn ich diese als tatsächlich nicht existent empfinde?Oder wenn das so gewollt ist?Ein ausformuliertes Feedback hätte mir mehr weitergeholfen (auch wenn das sehr aufwendig zu realisieren ist).";1;6;0;Staatsexamen;5/13/2015;5/18/2015;5/28/2015;5/31/2015;tHanED;2;0;2,75;2,5;2,75
tRIeha;2;1;23;3,75;3;3;,5;,5;0;,122222222222222;,1;,0833333333333333;,222222222222222;,0833333333333333;4;0;4;3;4;4;4;"Da es sich bei der hier zu erbringenden Aufgabe um niedergeschriebende Gedankengänge handelt, sehe ich keinen Sinn darin, diese von einem Computer korrigieren zu lassen. Bei Texten handelt es sich nicht um Zahlen, die entweder richtig oder falsch eingefügt werden können und deren Richtigkeit somit durchaus über eine Software errechnet werden kann. Es handelt sich vielmehr um ganze Sätze und Gedangenkonstrukte, die in ihrer Gesamtheit betrachtet und beurteilt werden müssten. Diese Aufgabe kann keine Maschine übernehmen. Das Feedback, bestehend aus einer mind map, in der einzelne Worte meines Textes miteinander in Beziehung gesetzt wurden, brachte mich in meiner Überarbeitungsphase um keinen Schritt weiter.Als angehende Lehrerin frage ich mich, ob wir Studierende dieses Korrektursystem als Anregung für später nutzen sollen, um unsere eigene Korrekturzeit zu verringern. Wenn ja, möchte ich mir nicht ausmalen, wie unser Bildungssystem in 20 Jahren aussieht. Heißt die Antwort auf meine Frage jedoch ""nein"", frage ich mich weiter, welchen Nutzen wir sonst aus dieser Aufgabe ziehen können. Schließlich ist sie Teil einer Veranstaltung, die zumindest durch den Titel noch erahnen lässt, dass es sich hier um Schulpädagogik handeln sollte und uns folglich auf unsere bevorstehende Lehrerlaufbahn vorbereiten sollte. Vielleicht helfen diese Zeilen ja als Anregung für nachfolgende Kurse. ;)";1;4;0;Staatsexamen;5/14/2015;5/18/2015;6/1/2015;6/1/2015;tRIeha;1;0;3,75;1,75;3,75
tWkodo;0;1;22;2,5;1;1;2,5;2,5;0;,249728487886383;,105263157894737;,222222222222222;,1;,571428571428571;1;2;4;3;3;3;3;"Es wäre besser, wenn das Feedback noch etwas genauer wäre, d.h., an welchen Stellen genau denn ""Brüche"" etc. noch vorhanden sind. So weiß man nur, dass die Kohärenz noch nicht perfekt ist, aber es ist schwer herauszufinden, auf welche Stellen im Feedback genau Bezug genommen wird.";1;6;0;Staatsexamen;5/14/2015;5/14/2015;5/26/2015;5/26/2015;tWkodo;1;0;3;1,75;3
UGUTMe;0;1;21;1,75;2;2;2,5;2,5;0;,17687908496732;,117647058823529;,25;,117647058823529;,222222222222222;0;0;4;3;2;2;2; ;1;6;0;Staatsexamen;5/17/2015;5/17/2015;5/26/2015;5/26/2015;UGUTMe;2;0;2,25;2,25;2,25
UWywqf;2;1;21;2;2;2;2,5;2,5;0;,309294871794872;,454545454545455;,0833333333333333;,545454545454545;,153846153846154;0;2;4;3;3;2;2; ;1;4;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;UWywqf;1;1;2,5;2,25;2,5
WTbUsI;1;1;20;3;2,5;2,5;1,5;1,5;0;,115909090909091;,1;,0909090909090909;,181818181818182;,0909090909090909;3;1;4;3;3;3;3;Es macht es meiner Meinung nach deshalb schwer, da es schwer verständlich ist!;1;4;0;Staatsexamen;5/16/2015;5/16/2015;5/28/2015;5/28/2015;WTbUsI;1;0;3;2;3
xklkJz;2;1;20;2,5;1;1;2,5;2,5;0;,171328671328671;,0909090909090909;,0769230769230769;,363636363636364;,153846153846154;2;1;4;3;2;3;1; ;1;4;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;xklkJz;0;1;2,25;1,75;2,25
Ymeejf;1;1;22;2,75;2;2;3;2,5;0;,1375;,1;,0625;,2;,1875;1;0;4;3;4;3;3;Für mich war die Erklärung zur Überarbeitung nicht eindeutig verständlich, da ich in meinem Feedback nicht eindeutig verschiedene Listen oder Spalten unterscheiden konnte.Ansonsten war die Software gut zu benutzen.;1;5;0;Staatsexamen;5/15/2015;5/15/2015;5/21/2015;5/21/2015;Ymeejf;2;0;3,25;2,375;3,25
ZCylCO;2;1;21;2,25;1;1;,5;,5;0;,0614606150344473;,0526315789473684;,0434782608695652;,0588235294117647;,0909090909090909;1;1;4;3;3;2;1;Das Feedback war schwer, weil ich noch nie mit einer solchen Art Feedback gearbeitet habe und ich deswegen nicht einschätzen konnte, inwieweit ich den Text verändern sollte, um eine Verbesserung zu erreichen.;1;4;0;Staatsexamen;5/18/2015;5/18/2015;5/19/2015;5/19/2015;ZCylCO;1;1;2,25;,75;2,25
CtJQvm;1;1;23;3,25;1;1;1,5;1;0;,163510101010101;,222222222222222;,0909090909090909;,25;,0909090909090909;2;2;6;3;4;4;3;"Das Feedback scheint ein wenig willkürlich zu sein, der Kohäsionsbruch von ""der Lehrende"" zu ""dem Lehrenden"" ist mir zum Beispiel nicht wirklich klar.";0;6;0;Staatsexamen;5/18/2015;5/18/2015;6/2/2015;6/2/2015;CtJQvm;1;1;3,5;1,125;3,5
EHvinm;0;1;24;3;2,5;2,5;2,5;2,5;0;,254861111111111;,333333333333333;,2;,375;,111111111111111;1;1;6;3;4;4;4;"Man weiß leider nicht im geringsten worauf es sich bezieht. Menschliches Feedback ist dann doch angenehmer als standardisiertes ""Such-deinen-Fehler"" Feedback.";0;6;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;EHvinm;2;0;3,75;2,5;3,75
ITTigG;1;1;24;2,25;2;1;2;1,5;1;,25206043956044;,25;,142857142857143;,307692307692308;,307692307692308;0;1;6;3;3;3;3;Ich habe das Feedback nicht ganz verstanden.Ein Beispiel wäre angebracht gewesen.;0;8;1;Staatsexamen;5/14/2015;5/18/2015;5/19/2015;5/19/2015;ITTigG;2;1;3;1,625;3
kZypGX;0;1;25;2,5;2,5;2;1,5;1;,5;,126182099634112;,105263157894737;,117647058823529;,1;,181818181818182;1;1;6;3;3;3;3;Nur ein kurzer Satz im Feedback. Gut, dass man weiß ob der Text kohärent ist oder nicht. Schwer mit der Zahl der Konzepte etwas anzufangen.;0;8;0;Staatsexamen;5/13/2015;5/13/2015;5/19/2015;5/19/2015;kZypGX;2;1;3;1,75;3
QtGcWm;0;1;22;3,75;2;1,5;,5;,5;,5;,248251748251748;,230769230769231;,181818181818182;,307692307692308;,272727272727273;4;1;6;3;4;4;4;der kryptische Hinweis x Kohärenzbrüche und x Konzepte zu haben, die durch das verbessern nicht weniger bzw. mehr werden.;0;6;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;QtGcWm;1;1;3,75;1,125;3,75
XPPjvF;0;1;21;2,5;1,5;1,5;3;2,5;0;,267316017316017;,272727272727273;,166666666666667;,357142857142857;,272727272727273;1;2;6;3;3;3;3;x Konzepte und y Kohärenzbrüche sagt mir nicht so besonders viel. Ich hätte gerne exemplarisch eine Stelle herausgepickt, die mir zeigt, auf was ich achten muss.;0;6;1;Staatsexamen;5/13/2015;5/13/2015;5/19/2015;5/19/2015;XPPjvF;2;0;3;2,125;3
ADfItL;2;1;22;2,75;2;2;1,5;1,5;0;,179166666666667;,166666666666667;,1;,25;,2;1;2;6;3;4;3;3;Das Feedback erkennt nicht alle Verbindungen, die zum Beispiel durch Pronomen hergestellt werden und greift teilweise für die Erklärung nicht bedeutsame Begriffe auf.;1;6;1;Staatsexamen;5/13/2015;5/13/2015;5/29/2015;5/29/2015;ADfItL;1;0;3,25;1,75;3,25
aWtGbX;2;1;21;2,5;2;2;2;1,5;0;,428571428571428;,571428571428571;,285714285714286;,571428571428571;,285714285714286;1;0;6;3;3;3;3; ;1;6;0;Staatsexamen;5/18/2015;5/18/2015;6/2/2015;6/2/2015;aWtGbX;1;1;3;1,875;3
DFgMPD;0;1;28;3;1,5;1,5;1;1;0;,113839285714286;,125;,0714285714285714;,1875;,0714285714285714;1;1;6;3;4;4;3;Das Thema der Konzepte habe ich nicht wirklich verstanden. Schön wäre, wenn die Autokorrektur während des Überarbeitens sich verändern würde. Zumindest in der Anzahl der aufgeführten Kritikpunkte.;1;12;0;Staatsexamen;5/18/2015;5/18/2015;5/25/2015;5/25/2015;DFgMPD;1;0;3,5;1,25;3,5
ephvDQ;0;1;21;2,5;2;2;2;2;0;,333639705882353;,3125;,294117647058824;,375;,352941176470588;1;0;6;3;3;3;3;Feedback sehr allgemein gehalten.;1;6;1;Staatsexamen;5/13/2015;5/13/2015;5/20/2015;5/20/2015;ephvDQ;1;0;3;2;3
ffKHju;1;1;23;3;,5;,5;1,5;1,5;0;,184432234432234;,230769230769231;,133333333333333;,230769230769231;,142857142857143;1;0;6;3;4;4;3;"Teilweise waren die Wörter in der Liste nicht wirklich Konzepte sondern Teile meiner Erklärung, wie zum Beispiel ""Lehrender"", was gar nicht Teil meiner Erklärung sein sollte. Ich hatte im Feedback jetzt kein einziges Wort. Heißt das dann, dass meine erster Entwurf schon relativ gut war?";1;8;0;Staatsexamen;5/16/2015;5/16/2015;5/21/2015;5/21/2015;ffKHju;2;1;3,5;1;3,5
gFVwWK;1;1;23;2,5;2;2;1;1;0;,0785984848484848;,0416666666666667;,0909090909090909;,0909090909090909;,0909090909090909;0;2;6;3;3;4;1;Ich finde, dass das Feedback wenig über die Qualität des Textes aussagt. Es zeigt lediglich wo Brüche sind.. ob ich eine richtige Erklärung abgegeben habe bzw. wie verständlich diese war, blieb mir noch offen;1;8;1;Staatsexamen;5/16/2015;5/17/2015;5/23/2015;5/23/2015;gFVwWK;2;0;2,75;1,5;2,75
hwDjkd;2;1;23;1,5;2;2;1;,5;0;,198412698412698;,285714285714286;,111111111111111;,285714285714286;,111111111111111;0;1;6;3;1;2;0;Ich fand das Konzept des Feedbacks ziemlich gut, da man eigene Brüche erkennen konnte und somit Schwächen des eigenen Textes gut identifizieren konnte. Neben den Schwächen zeigt es aber auch bereits gut verknüpfte Wortfelder, die man so belassen kann. Ich finde es schade, dass man den Text nur einmal überarbeiten konnte.;1;6;1;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;hwDjkd;0;0;1,5;1,375;1,5
iNaimB;2;1;23;2,25;2;2;,5;,5;0;,175;,125;,125;,2;,25;0;1;6;3;3;3;2; ;1;8;0;Staatsexamen;5/19/2015;5/19/2015;6/5/2015;6/5/2015;iNaimB;1;0;2,75;1,25;2,75
PAFWbv;1;1;22;2,5;2,5;2,5;1,5;1,5;0;,196451465201465;,133333333333333;,125;,384615384615385;,142857142857143;0;2;6;3;4;3;2;"Das Feedback war für mich ungewohnt schwer, weil es sich dabei nicht um ein individuelles Feedback gehandelt hat und es nicht in ganzen Sätzen geschrieben war. Ich war mir nicht sicher, ob mein Text tatsächlich solche Brüche hatte oder das ""System"" sie einfach als solche identifiziert hat.";1;6;1;Staatsexamen;5/18/2015;5/18/2015;5/20/2015;5/20/2015;PAFWbv;0;0;3;2;3
qAPlws;1;1;22;2,25;3;1,5;2,5;2;1,5;,401898101898102;,2;,615384615384615;,363636363636364;,428571428571429;0;1;6;3;3;3;3; ;1;10;0;Staatsexamen;5/17/2015;5/17/2015;5/28/2015;5/28/2015;qAPlws;1;0;3;2,25;3
RUhVSs;1;1;21;2,75;1;1;1;1;0;,208333333333333;,0833333333333333;,333333333333333;,0833333333333333;,333333333333333;2;2;6;3;4;2;4;Ich habe ehrlich gesagt, dass Feedback nicht hilfreich gefunden und hoffe, die Aufgabe auch so richtig gelöst zu haben.;1;6;0;Staatsexamen;5/14/2015;5/14/2015;6/2/2015;6/2/2015;RUhVSs;2;1;3,25;1;3,25
SKUIUM;1;1;22;1,75;1;1;2;2;0;,244123931623932;,111111111111111;,307692307692308;,25;,307692307692308;0;1;6;3;2;2;3; ;1;6;1;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;SKUIUM;0;0;2,5;1,5;2,5
sxdAit;0;1;22;2,25;2;2;,5;,5;0;,258823529411765;,2;,3;,235294117647059;,3;0;2;6;3;3;3;3;Die Nennung wie viele Konzepte in dem Text vorhanden sind ist verwirrend;1;6;1;Staatsexamen;5/14/2015;5/14/2015;5/29/2015;5/29/2015;sxdAit;2;0;3;1,25;3
xWlWmb;1;1;24;2,25;3,5;3,5;1;,5;0;,0763157894736842;,1;,0526315789473684;,1;,0526315789473684;0;0;6;3;3;3;3;Bei mir waren einfach nur die Wörter meiner Abhandlung untereinander aufgelistet. Es gab keine weitere Spalte. Deshalb war ich mir jetzt nicht sicher, ob ich die Anforderung erfüllt habe. Vielleicht könnte man das Feedback in Form von Smileys oder durch eine andere Farbe wie rot oder so makieren.;1;8;0;Staatsexamen;5/12/2015;5/12/2015;5/19/2015;5/19/2015;xWlWmb;2;0;3;2,125;3
ynzzHo;1;1;23;2,5;2,5;2,5;1;,5;0;,32457264957265;,2;,346153846153846;,444444444444444;,307692307692308;0;1;6;3;4;3;4;Die Schlüsselwörter kann ich selber aus meinem Text identifizieren. Dazu brauche ich keine elektronische Maschine.Doch die Kohärenzbrüche waren mir durch Auflistung der prägnantesten Wörter nicht wirklicichtlich ersichtlich.;1;7;0;Staatsexamen;5/18/2015;5/19/2015;6/1/2015;6/1/2015;ynzzHo;1;0;3,5;1,625;3,5
cLsjnl;2;1;24;2,5;3;2,5;,5;,5;,5;,391666666666667;,266666666666667;,416666666666667;,466666666666667;,416666666666667;1;0;8;3;3;3;2; ;1;8;1;Staatsexamen;5/17/2015;5/17/2015;5/23/2015;5/23/2015;cLsjnl;1;0;2,75;1,625;2,75
FnFPRf;0;1;33;2,25;1;1;2;1,5;0;,248763736263736;,3;,214285714285714;,25;,230769230769231;0;2;8;3;3;3;3;Das Feedback war zu knapp.;1;8;0;Staatsexamen;5/18/2015;5/19/2015;5/30/2015;6/2/2015;FnFPRf;2;0;3;1,375;3
vXkxjr;1;1;23;2,5;1,5;1,5;2;1,5;0;,079458041958042;,0666666666666667;,0769230769230769;,0833333333333333;,0909090909090909;1;2;8;3;3;3;3; ;1;8;1;Staatsexamen;5/15/2015;5/15/2015;5/31/2015;5/31/2015;vXkxjr;2;0;3;1,625;3
WEJiKa;2;1;22;2,25;2;2;1;1;0;,228021978021978;,0714285714285714;,230769230769231;,0714285714285714;,538461538461538;0;1;8;3;3;3;3; ;1;8;0;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;WEJiKa;1;0;3;1,5;3
fZijme;0;1;26;2,5;2,5;2,5;,5;,5;0;,260714285714286;,214285714285714;,2;,428571428571429;,2;1;1;9;3;3;3;3; ;0;11;0;Staatsexamen;5/15/2015;5/15/2015;5/22/2015;5/22/2015;fZijme;2;1;3;1,5;3
pzTdzb;1;1;25;3;2,5;2,5;1;1;0;,215384615384615;,2;,230769230769231;,2;,230769230769231;2;2;9;3;3;4;3;Der Aufgabentext ist nicht sehr klar.;0;11;0;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;pzTdzb;2;0;3,25;1,75;3,25
VvDOBT;2;1;26;2,25;1;1;1,5;1;0;,202457264957265;,0833333333333333;,230769230769231;,111111111111111;,384615384615385;0;1;9;3;3;3;3;"Ich hatte zum Beispiel keine einzelnen Wörter ohne Verbindung, also ohne Kohärenzbrüche, was soll ich dann genau verbessern? Das ""feedback"" gibt keine Angabe darüber was schlecht, bzw was gut ist an dem Text. Ein Mindmap mit den Gesichtspunkten halte ich für kein wirkliches feedback.";1;14;1;Staatsexamen;5/13/2015;5/18/2015;5/31/2015;5/31/2015;VvDOBT;1;0;3;1,125;3
jxFQml;0;1;25;2,5;1,5;2;,5;,5;-,5;,367559523809524;,428571428571429;,333333333333333;,375;,333333333333333;1;2;10;3;3;3;3;Markierung der Brüche im Text wäre sehr hilfreich.;0;12;1;Staatsexamen;5/18/2015;5/18/2015;5/31/2015;5/31/2015;jxFQml;1;1;3;1,125;3
mZYEjQ;1;1;27;3,25;2,5;2,5;1;1;0;,0702380952380952;,0714285714285714;,0666666666666667;,0714285714285714;,0714285714285714;1;2;2;4;4;4;1;Ich konnte dem Feedback nicht entnehmen, ob ich die Konzepte vollständig behandelt habe. Lediglich war zu erkennen, dass ( so meine Interpretation da nur eine Liste angezeigt wurde) keine Kohärenzbrüche gegeben waren. Es war mir jedoch nicht möglich zu erkennen, was genau ich an meinem Text nun hätte überarbeiten können - obwohl ich das sehr gerne gewusst und getan hätte!;0;15;0;Staatsexamen;5/17/2015;5/17/2015;6/1/2015;6/1/2015;mZYEjQ;0;0;3,25;1,75;3,25
BaYddq;1;1;20;3,25;2;2;3,5;3,5;0;,243589743589744;,333333333333333;,153846153846154;,333333333333333;,153846153846154;1;1;2;4;4;4;3; ;1;2;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;BaYddq;0;0;3,75;2,75;3,75
GZdcEZ;1;1;21;3;1,5;1,5;1;1;0;,229166666666667;,166666666666667;,25;,25;,25;2;0;2;4;3;3;3; ;1;2;0;Staatsexamen;5/15/2015;5/15/2015;5/26/2015;5/26/2015;GZdcEZ;0;0;3,25;1,25;3,25
mIfHEZ;1;1;20;3;0;0;,5;,5;0;,191287878787879;,125;,181818181818182;,125;,333333333333333;0;1;2;4;4;4;4;Das Feedback hat die Stichpunkte aufgezeigt, die ich als Inhalt für meine Erklärung aufzeigen wollte.Das Feedback hat mir meinen geschriebenen und gewünschten Inhalt angezeigt, so dass ich nciht wusste wie genau ich die Punkte, die ich nennen möchte verbessern sollte.;1;2;0;Staatsexamen;5/14/2015;5/14/2015;5/27/2015;5/27/2015;mIfHEZ;1;1;4;,25;4
MZJJiG;0;1;19;3,5;3;3;1;1;0;,338461538461538;,153846153846154;,5;,2;,5;2;0;2;4;4;4;4;Ich finde das Feedback nicht sehr hilfreich, da es nur etwas zu der Anzahl der Konzepte und der Koheränzbrüche aussagt. Da man aber nicht weiß, wo die Brüche sich befinden, ist es sehr schwer den Text nochmal zu überarbeiten. Persönlich fände ich es besser, wenn das Feedback länger und klarer wäre. So konnte ich leider nicht viel mit anfangen.;1;2;0;Staatsexamen;5/16/2015;5/16/2015;5/25/2015;5/25/2015;MZJJiG;0;0;4;2;4
qOUOYS;1;1;18;3;4;4;2;1;0;,125;,0833333333333333;,0833333333333333;,25;,0833333333333333;0;0;2;4;4;4;4;Die Erklärung, wie mit dem Feedback umzugehen ist, habe ich nicht verstanden.Ein Beispiel hätte mir weitergeholfen oder eine kurze Erklärung in der Vorlesung. mit der Möglichkeit Fragen zu stellen.;1;2;0;Staatsexamen;5/18/2015;5/18/2015;6/2/2015;6/2/2015;qOUOYS;2;0;4;2,75;4
yHsrhH;2;1;22;3;2;2;,5;,5;0;,0858173076923077;,05;,115384615384615;,0625;,115384615384615;0;1;2;4;4;4;4;Das Feedback hat mir leider überhaupt nicht geholfen. Ich wusste danach genauso viel wie zuvor. Ich hatte mir von dem Feedback erhofft, dass ich erfahre, welcher Wissensstand von mir erwartet wird und wieviel ich davon erreicht habe. Die Idee mit dem Diagramm hat mir gefallen, allerdings wusste ich nicht welche Begriffe noch wichtig gewesen wären oder welche ich genauer in Bezug bringen sollte. Zu meinem Erklär- bzw Formulierungsstil stand gar nichts im Feedback, weshalb ich auch daran nichts verändern bzw bearbeiten konnte. Ich denke für ein Feedback ist es sinnvoller, eine kurze Antwort in ganzen Sätzen zu schreiben, auch da ich von Komilltonen erfahren habe, dass diese mit ihrem Feedback ebenso wenig wie ich anfangen konnten. Aufgefallen ist mir einzig und alleine, dass diese Software wirklich sehr gut ist und es einfach sowie übersichtlich ist mit dieser zu arbeiten.;1;4;0;Staatsexamen;5/14/2015;5/18/2015;5/24/2015;5/24/2015;yHsrhH;2;0;4;1,25;4
akIlpW;1;1;22;3,75;1;1;2,5;2,5;0;,285353535353535;,181818181818182;,333333333333333;,181818181818182;,444444444444444;3;2;4;4;4;4;4;Ich hab das Feedback leider nicht verstanden. Weder das, noch die Erklärung dazu. Die Spalten stellen Kohärenzbrüche dar? Leider konnte ich meinen Text nicht wirklich überarbeiten, da ich aus dem Feedback keine sinnvollen Schlüsse ziehen konnte.;1;4;0;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;akIlpW;1;0;4;1,75;4
cPTJEb;1;1;26;4;3;3;2,5;2,5;0;,220454545454545;,25;,181818181818182;,2;,25;4;2;4;4;4;4;4;Das erste Problem war, dass 'Kohärenzbruch' für mich ein Fremdwort ist, nach dessen Bedeutung ich im Internet suchen musste.Weiterhin ist mir nicht klar, inwiefern das Herausschreiben aller Nomen in meinem Text (ohne Rücksicht auf den Kontext) mir helfen soll Mängel im Text zu erkennen und zu verbessern. Mein ursprünglicher Text hatte ein Feedback von zwei Spalten. In der einen waren Wörter wie Erklärung und Untherthema, in dem anderen Erklären und Thema. Mir ist nicht klar, worin da der Kohärenzbruch besteht. Meiner Ansicht nach habe ich den Text nach dem Feedback eher verschlechtert.;1;15;0;Staatsexamen;5/17/2015;5/18/2015;6/1/2015;6/1/2015;cPTJEb;1;0;4;2,75;4
GWinlj;0;1;23;3;1;1;1;1;0;,212121212121212;,333333333333333;,0909090909090909;,333333333333333;,0909090909090909;0;2;4;4;4;4;4;Ich fand das Feedback nahezu unbrauchbar, da man nie wusste auf was Bezug genommen wird und auch die angegebenen Zahlen unrealistisch schienen. Bei meinem Text war die Sprache von 41 Konzepten??;1;4;1;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;GWinlj;2;1;4;1;4
hIpOqI;1;1;22;3,25;2,5;2,5;1,5;1,5;0;,261111111111111;,3;,222222222222222;,3;,222222222222222;1;2;4;4;4;4;4;Das Feedback ist meiner Meinung nach nicht vernünftig aufgebaut. Stickpunkte in Listen zu nennen, ist nicht hilfreich um zu verstehen was man verbessern sollte. Auch ist die Zusammenstellung der Listen nicht verständlich und wirft mehr Fragen auf, als das es hilfreich ist.;1;4;0;Staatsexamen;5/17/2015;5/17/2015;6/1/2015;6/1/2015;hIpOqI;1;0;4;2;4
mzKeWU;2;1;21;3,25;3,5;3,5;,5;,5;0;,577922077922078;,428571428571429;,727272727272727;,428571428571429;,727272727272727;1;0;4;4;4;4;4;Die in der Concept Map aufgezeigten Wörter haben mir leider nicht geholfen die Erklärung zu verbessern. Mir wurde nicht ersichtlich, wie diese ausgewählt wurden und es fehlte mir somit der Zusammenhang.;1;6;0;Staatsexamen;5/14/2015;5/14/2015;5/20/2015;5/20/2015;mzKeWU;1;0;4;2;4
zKuXWr;1;1;21;3;1,5;1,5;1;1;0;,150155279503106;,0434782608695652;,142857142857143;,2;,214285714285714;0;1;4;4;4;4;4;"Ich finde es sehr kritisch, den Studenten eine computergenerierte Liste von Wörtern mit einer kryptischen Erklärung hinzuwerfen und das dann ""Feedback"" zu nennen. Dieses ""Feedback"" hat mir in keinster Weise geholfen, zu erkennen, wo was verbessert werden sollte. Ungefähr die Hälfte der Wörter hatte ich verwendet, die andere Hälfte nicht - was hätte mir das also sagen sollen? Ich habe absolut keine Ahnung, ob meine abgeschickte endfassung auch nur in die richtige Richtung geht und das liegt an der wirklich schlecht erklärten Feedbackweise. In einem Schulpädagogikseminar hätte ich da etwas besser Verständliches erwartet.";1;4;0;Staatsexamen;5/14/2015;5/14/2015;5/20/2015;5/20/2015;zKuXWr;1;1;4;1,25;4
Skdlhk;0;1;22;3;1;1;1,5;1,5;0;,155906593406593;,25;,0714285714285714;,230769230769231;,0714285714285714;0;0;6;4;4;4;4;Keine konstruktive Kritik bzw. Hilfestellung durch fehlende Verweise im Text und keine nähergehende Ausführung zu Fehlerquellen.;0;6;0;Staatsexamen;5/12/2015;5/17/2015;5/19/2015;5/19/2015;Skdlhk;0;0;4;1,25;4
HVHyYc;0;1;24;4;2,5;2,5;1,5;1;0;,23543956043956;,357142857142857;,1;,384615384615385;,1;4;0;7;4;4;4;4;Ich hatte leider gar keine Ahnung, was mit dem Feedback gemeint war. mir ist es eher nicht gelungen, Kohärenzbrüche zu identifizieren. Ich habe nicht verstanden, was von mir erwartet wurde.;1;10;0;Staatsexamen;5/14/2015;5/17/2015;5/19/2015;5/19/2015;HVHyYc;1;0;4;1,875;4
McgncY;0;1;23;4;1;1;2,5;2;0;,292647058823529;,235294117647059;,35;,235294117647059;,35;4;2;8;4;4;4;4;Schwer: Ich vertraue nicht auf individuelles aber automatisiertes Feedback. Das ist nicht angemessen. Ich habe also nur auf Elemente in meinem Text geachtet, die 4x auftreten. Das waren Absätze. Ich habe diese aber nur entfernt wegen des Feedbacks, nicht aus eigener Überzeugung. An sich finde ich, ist es quatsch, maschinelles Feedback zu bekommen.;1;8;1;Staatsexamen;5/18/2015;5/18/2015;6/1/2015;6/1/2015;McgncY;2;0;4;1,625;4
FvFTcS;2;1;25;3,5;3;1;2;2;2;,195827048768225;,153846153846154;,176470588235294;,230769230769231;,222222222222222;2;0;9;4;4;4;4; ;1;10;1;Staatsexamen;5/12/2015;5/12/2015;5/19/2015;5/19/2015;FvFTcS;1;1;4;2;4
